SKU,Status,Current Name,Shape,Classes,Containers,Description
JTTA-560SB,Published,"NitroTAG® with SnapPEEL™ - Patent Pending -0.94"" x 0.5"" + 0.437"" #JTTA-560SB",Rectangle + Circle,JTTA,"Tubes & Vials,Cryo Boxes,Syringes","<h3>NitroTAG® with SnapPEEL™ Technology - Cryo Barcode Labels for Liquid Nitrogen Storage (Patent Pending)</h3>
\n&nbsp;
\n<ul>
\n 	<li>Increases the speed and efficiency of repetitive cryo vial labeling</li>
\n 	<li>Allows for bird's-eye view of labeled vials</li>
\n 	<li>Require no cure time before liquid nitrogen immersion and adhere to wet surfaces</li>
\n 	<li>Ideal for printing high-quality serialized data and barcodes</li>
\n</ul>
\nNitroTAG® labels with SnapPEEL™ technology represent an innovative and ergonomic advance in identifying cryo vials. The unique CirTANGO™ shape, consisting of an adjoined circle-and-rectangle, allows the cap and side of vials to be efficiently labeled seamlessly and effortlessly. Typical circle and rectangle labels require a separate, two-step action to affix the labels, with the dot labels often being difficult to peel and apply accurately. NitroTAG labels with SnapPEEL technology allow the circle to be precisely affixed on the vial cap; the rectangle portion can then be easily snapped off and applied on the side of the vial. This significantly increases labeling efficiency and reduces excessive manipulation and unnecessary contact with the adhesive.
\n
\nOur NitroTAG series of thermal-transfer cryogenic labels have a strong permanent adhesive that will remain firmly and permanently attached in ultra-low temperatures. They are designed for long-term cryo-preservation under cryogenic laboratory conditions, including in liquid and vapor phase liquid nitrogen (-196°C/-321°F), laboratory freezers (-80°C/-112°F), and dry ice transportation. NitroTAG labels require zero cure time and can be immersed in liquid nitrogen immediately after application without the need for additional tape or lamination. Additionally, these labels are waterproof, weatherproof, and durable, and will adhere to wet surfaces, resist multiple freeze-thaw cycles, and can withstand elevated temperatures up to +110°C.
\n
\nThey are also resistant to spraying with ethanol, isopropanol, and other alcohols, bleach, and detergents (testing recommended), as well as routine wiping and rubbing with surface sanitizing wipes such as Sani- Wipe™, Eco-Wipe™, and Eco-Wipe™ Duo.
\n
\nNitroTAG labels can be printed with all major brands of thermal-transfer printers. They are available in a range of colors and sizes and can be printed with alphanumeric text, as well as 1D and 2D barcodes."
JTTA-562SB,Published,"NitroTAG® with SnapPEEL™ - Patent Pending - 1.125"" x 0.75"" + 0.437""  #JTTA-562SB",Rectangle + Circle,JTTA,"Tubes & Vials,Cryo Boxes,Syringes","<h3>NitroTAG® with SnapPEEL™ Technology - Cryo Barcode Labels for Liquid Nitrogen Storage (Patent Pending)</h3>
\n&nbsp;
\n<ul>
\n 	<li>Increases the speed and efficiency of repetitive cryo vial labeling</li>
\n 	<li>Allows for bird's-eye view of labeled vials</li>
\n 	<li>Require no cure time before liquid nitrogen immersion and adhere to wet surfaces</li>
\n 	<li>Ideal for printing high-quality serialized data and barcodes</li>
\n</ul>
\nNitroTAG® labels with SnapPEEL™ technology represent an innovative and ergonomic advance in identifying cryo vials. The unique CirTANGO™ shape, consisting of an adjoined circle-and-rectangle, allows the cap and side of vials to be efficiently labeled seamlessly and effortlessly. Typical circle and rectangle labels require a separate, two-step action to affix the labels, with the dot labels often being difficult to peel and apply accurately. NitroTAG labels with SnapPEEL technology allow the circle to be precisely affixed on the vial cap; the rectangle portion can then be easily snapped off and applied on the side of the vial. This significantly increases labeling efficiency and reduces excessive manipulation and unnecessary contact with the adhesive.
\n
\nOur NitroTAG series of thermal-transfer cryogenic labels have a strong permanent adhesive that will remain firmly and permanently attached in ultra-low temperatures. They are designed for long-term cryo-preservation under cryogenic laboratory conditions, including in liquid and vapor phase liquid nitrogen (-196°C/-321°F), laboratory freezers (-80°C/-112°F), and dry ice transportation. NitroTAG labels require zero cure time and can be immersed in liquid nitrogen immediately after application without the need for additional tape or lamination. Additionally, these labels are waterproof, weatherproof, and durable, and will adhere to wet surfaces, resist multiple freeze-thaw cycles, and can withstand elevated temperatures up to +110°C.
\n
\nThey are also resistant to spraying with ethanol, isopropanol, and other alcohols, bleach, and detergents (testing recommended), as well as routine wiping and rubbing with surface sanitizing wipes such as Sani- Wipe™, Eco-Wipe™, and Eco-Wipe™ Duo.
\n
\nNitroTAG labels can be printed with all major brands of thermal-transfer printers. They are available in a range of colors and sizes and can be printed with alphanumeric text, as well as 1D and 2D barcodes."
JTTA-566SB,Published,"NitroTAG® with SnapPEEL™- Patent Pending – 0.8"" x 0.6"" + 0.35"" Circle #JTTA-566SB",Rectangle + Circle,JTTA,"Tubes & Vials,Cryo Boxes,Syringes","<h3>NitroTAG® with SnapPEEL™ Technology - Cryo Barcode Labels for Liquid Nitrogen Storage (Patent Pending)</h3>
\nNitroTAG® labels with SnapPEEL™ technology represent an innovative and ergonomic advance in identifying cryo vials. The unique CirTANGO™ shape, consisting of an adjoined circle-and-rectangle, allows the cap and side of vials to be efficiently labeled seamlessly and effortlessly. Typical circle and rectangle labels require a separate, two-step action to affix the labels, with the dot labels often being difficult to peel and apply accurately. NitroTAG labels with SnapPEEL technology allow the circle to be precisely affixed on the vial cap; the rectangle portion can then be easily snapped off and applied on the side of the vial. This significantly increases labeling efficiency and reduces excessive manipulation and unnecessary contact with the adhesive.
\n
\nOur NitroTAG series of thermal-transfer cryogenic labels have a strong permanent adhesive that will remain firmly and permanently attached in ultra-low temperatures. They are designed for long-term cryo-preservation under cryogenic laboratory conditions, including in liquid and vapor phase liquid nitrogen (-196°C/-321°F), laboratory freezers (-80°C/-112°F), and dry ice transportation. NitroTAG labels require zero cure time and can be immersed in liquid nitrogen immediately after application without the need for additional tape or lamination. Additionally, these labels are waterproof, weatherproof, and durable, and will adhere to wet surfaces, resist multiple freeze-thaw cycles, and can withstand elevated temperatures up to +110°C.
\n
\nThey are also resistant to spraying with ethanol, isopropanol, and other alcohols, bleach, and detergents (testing recommended), as well as routine wiping and rubbing with surface sanitizing wipes such as Sani- Wipe™, Eco-Wipe™, and Eco-Wipe™ Duo.
\n
\nNitroTAG labels can be printed with all major brands of thermal-transfer printers. They are available in a range of colors and sizes and can be printed with alphanumeric text, as well as 1D and 2D barcodes.
\n
\n<strong>Benefits:</strong>
\n<ul>
\n 	<li>Increases the speed and efficiency of repetitive cryo vial labeling</li>
\n 	<li>Allows for bird’s-eye view of labeled vials</li>
\n 	<li>Require no cure time before liquid nitrogen immersion and adhere to wet surfaces</li>
\n 	<li>Ideal for printing high-quality serialized data and barcodes</li>
\n</ul>
\n<strong>*</strong>Thorough testing in end-user application conditions is highly recommended."
L-001-1P,Published,"CYTOTOXIC Warning Labels - 1"" x 1.5"" #L-001-1P Permanent",Rectangle,,,<h3>Cytotoxic/Cytotoxique - Warning Labels for General Laboratory Use</h3>\n<br/>\nStandard warning labels to identify cytotoxic samples and materials. Paper labels are permanent and are for use at ambient temperatures.
L-001-1R,Published,"CYTOTOXIC Warning Labels - 1"" x 1.5"" #L-001-1R Removable",Rectangle,,,"<h3>Cytotoxic/Cytotoxique - Warning Labels for General Laboratory Use</h3>
\nStandard warning labels to identify cytotoxic samples and materials. Paper labels leave no residue behind after removal and are for use at ambient temperatures."
L-002-1R,Published,"CYTOTOXIC Warning Labels - 2"" x 2"" #L-002-1R",Rectangle,,,"<h3>Cytotoxic/Cytotoxique - Warning Labels for General Laboratory Use</h3>\n<br/>\nStandard warning labels to identify cytotoxic samples and materials. Paper labels leave no residue behind after removal, and are for use at ambient temperatures."
L-003-0.5R,Published,"CYTOTOXIC warning labels - 4"" x 4"" #L-003-0.5R",Rectangle,,,"<h3>Cytotoxic/Cytotoxique - Warning Labels for General Laboratory Use</h3>\n<br/>\nStandard warning labels to identify cytotoxic samples and materials. Paper labels leave no residue behind after removal, and are for use at ambient temperatures."
L-004-1P,Published,"RADIOACTIVE Warning Labels - 2.72"" x 1"" #L-004-1P Permanent",Rectangle,,,<h3>Radioactive - Warning Labels for General Laboratory Use</h3>\n<br/>\nStandard warning labels to identify radioactive samples and materials. Paper labels are permanent and are for use at ambient temperatures.
L-004-1R,Published,"RADIOACTIVE Warning Labels - 2.72"" x 1"" #L-004-1R Removable",Rectangle,,,<h3>Radioactive - Warning Labels for General Laboratory Use</h3>\n<br/>\nStandard warning labels to identify radioactive samples and materials. Paper labels leave no residue behind after removal and are for use at ambient temperatures.
L-005-0.5P,Published,"INCINERATION warning labels - 1.312"" x 9"" #L-005-0.5P",Rectangle,,,"<h3>Incineration - Warning Labels for General Laboratory Use</h3>
\nStandard warning labels to identify items destined for incineration. Paper labels are permanent and are for use at ambient temperatures."
L-007-0.5R,Published,"""R & D Use Only"" warning labels - 1"" x 2"" #L-007-0.5R",Rectangle,,,<h3>“R&D Use Only” - Warning Labels for General Laboratory Use</h3>\n<br/>\nStandard warning labels to identify items to be used for research purposes only. Paper labels leave no residue behind after removal and are for use at ambient temperatures.
L-008-0.5R,Published,"""Calibrate Before Use"" warning labels - 1"" x 2"" #L-008-0.5R",Rectangle,,,"<h3>“Calibrate Before Use” - Warning Labels for General Laboratory Use</h3>\n<br/>\nStandard warning labels to identify equipment requiring calibration prior to use. Paper labels leave no residue behind after removal, and are for use at ambient temperatures."
L-009-0.5P,Published,"INCINERATE warning labels - 2"" x 9"" #L-009-0.5P",Rectangle,,,<h3>Incineration - Warning Labels for General Laboratory Use</h3>\n<br/>\nStandard warning labels to identify items destined for incineration. Paper labels are permanent and are for use at ambient temperatures.
L-010-0.5R,Published,"GHS (FORMER 2015 WHMIS / SIMDUT) Warning Labels - 4"" x 3.5"" #L-010-0.5R",Rectangle,,,"<h3>GHS (Former 2015 WHMIS/SIMDUT) - Warning Labels for General Laboratory Use</h3>\n<br/>\nThe Globally Harmonized System (GHS) is an international system created to classify and label chemicals and other hazards. Comprising of hazard pictograms that identify common risk groups and informational text, GHS labels help warn staff and personnel of potential dangers. These multi-purpose warning labels are ideal for laboratories and other workplace environments where chemicals and other hazards are used and stored. Supplemental information can be inscribed using permanent markers or printed with industrial thermal-transfer printers (Labels are provided on a 3”/76 mm core). These Bilingual GHS labels are inscribed in both, English and French, can be customized to your exact specifications upon request, and help you meet compliance requirements."
L2FC-8,Published,"Cryogenic Cover-Up Labels for Frozen Tubes - 3.5"" x 4"" #L2FC-8",Rectangle,L2FC,"Tubes & Vials,Frozen Vials & Surfaces,Syringes","<h3>Blackout CryoSTUCK® - Cryogenic Cover-Up Labels for Frozen Vials &amp; Tubes</h3>
\n&nbsp;
\n<ul>
\n 	<li>The labels can rapidly adhere to already frozen vials and tubes</li>
\n 	<li>Unique blackout design allows the labels to obscure all pre-existing information</li>
\n 	<li>Ideal for long-term storage in cryogenic conditions (-196°C/-321°F)</li>
\n 	<li>Printable with all common thermal-transfer printers</li>
\n</ul>
\nCryogenic cover-up thermal-transfer labels designed for applying to already frozen cryo vials and tubes, which serve to conceal any existing, inaccurate, or out-of-date information. Ideal for quick re-labeling of frozen vials and tubes when removal of the existing label is not possible, and the sample container is temperature variation sensitive. These cryo cover-up labels will completely obscure the existing label and block-out the information underneath. The re-labeled frozen vials can immediately be stored back inside liquid nitrogen (-196°C/-321°F) or a freezer for long-term preservation. Printable with all common brands of thermal-transfer printers, the crisp, smudge-proof printout obtained is also resistant to most common laboratory chemicals and detergents. On vials and tubes, it is recommended that blackout CryoSTUCK® labels are applied with an overlap of at least 0.25” to ensure proper adherence to the frozen surface."
L2FC-9,Published,"Cryogenic Cover-Up Labels for Frozen Tubes - 3.5"" x 5"" #L2FC-9",Rectangle,L2FC,"Tubes & Vials,Frozen Vials & Surfaces,Syringes","<h3>Blackout CryoSTUCK® - Cryogenic Cover-Up Labels for Frozen Vials &amp; Tubes</h3>
\n&nbsp;
\n<ul>
\n 	<li>The labels can rapidly adhere to already frozen vials and tubes</li>
\n 	<li>Unique blackout design allows the labels to obscure all pre-existing information</li>
\n 	<li>Ideal for long-term storage in cryogenic conditions (-196°C/-321°F)</li>
\n 	<li>Printable with all common thermal-transfer printers</li>
\n</ul>
\nCryogenic cover-up thermal-transfer labels designed for applying to already frozen cryo vials and tubes, which serve to conceal any existing, inaccurate, or out-of-date information. Ideal for quick re-labeling of frozen vials and tubes when removal of the existing label is not possible, and the sample container is temperature variation sensitive. These cryo cover-up labels will completely obscure the existing label and block-out the information underneath. The re-labeled frozen vials can immediately be stored back inside liquid nitrogen (-196°C/-321°F) or a freezer for long-term preservation. Printable with all common brands of thermal-transfer printers, the crisp, smudge-proof printout obtained is also resistant to most common laboratory chemicals and detergents. On vials and tubes, it is recommended that blackout CryoSTUCK® labels are applied with an overlap of at least 0.25” to ensure proper adherence to the frozen surface."
L2FD-5,Published,"Cryogenic Cover-Up Labels for Frozen Vials & Tubes – 1.625"" x 2"" #L2FD-5",Rectangle,,,"<h3>Blackout CryoSTUCK® – Cryogenic Cover-Up Labels for Frozen Vials &amp; Tubes</h3>
\n&nbsp;
\n<ul>
\n 	<li>The labels can rapidly adhere to already frozen vials and tubes</li>
\n 	<li>Unique blackout design allows the labels to obscure all pre-existing information</li>
\n 	<li>Ideal for long-term storage in cryogenic conditions (-196°C/-321°F)</li>
\n 	<li>Printable with all common thermal-transfer printers</li>
\n</ul>
\nCryogenic cover-up thermal-transfer labels designed for applying to already frozen cryo vials and tubes, which serve to conceal any existing, inaccurate, or out-of-date information. Ideal for quick re-labeling of frozen vials and tubes when removal of the existing label is not possible, and the sample container is temperature variation sensitive. These cryo cover-up labels will completely obscure the existing label and block-out the information underneath. The re-labeled frozen vials can immediately be stored back inside liquid nitrogen (-196°C/-321°F) or a freezer for long-term preservation. Printable with all common brands of thermal-transfer printers, the crisp, smudge-proof printout obtained is also resistant to most common laboratory chemicals and detergents. On vials and tubes, it is recommended that blackout CryoSTUCK® labels are applied with an overlap of at least 0.25"" to ensure proper adherence to the frozen surface."
L2FD-7,Published,"Cryogenic Cover-Up Labels for Frozen Vials & Tubes – 3"" x 1.5"" #L2FD-7",Rectangle,,,"<h3>Blackout CryoSTUCK® – Cryogenic Cover-Up Labels for Frozen Vials &amp; Tubes</h3>
\n&nbsp;
\n<ul>
\n 	<li>The labels can rapidly adhere to already frozen vials and tubes</li>
\n 	<li>Unique blackout design allows the labels to obscure all pre-existing information</li>
\n 	<li>Ideal for long-term storage in cryogenic conditions (-196°C/-321°F)</li>
\n 	<li>Printable with all common thermal-transfer printers</li>
\n</ul>
\nCryogenic cover-up thermal-transfer labels designed for applying to already frozen cryo vials and tubes, which serve to conceal any existing, inaccurate, or out-of-date information. Ideal for quick re-labeling of frozen vials and tubes when removal of the existing label is not possible, and the sample container is temperature variation sensitive. These cryo cover-up labels will completely obscure the existing label and block-out the information underneath. The re-labeled frozen vials can immediately be stored back inside liquid nitrogen (-196°C/-321°F) or a freezer for long-term preservation. Printable with all common brands of thermal-transfer printers, the crisp, smudge-proof printout obtained is also resistant to most common laboratory chemicals and detergents. On vials and tubes, it is recommended that blackout CryoSTUCK® labels are applied with an overlap of at least 0.25” to ensure proper adherence to the frozen surface."
L2FD-11,Published,"Cryogenic Cover-Up Labels for Frozen Vials & Tubes – 3.5"" x 1.25"" #L2FD-11",Rectangle,,,"<h3>Blackout CryoSTUCK® – Cryogenic Cover-Up Labels for Frozen Vials &amp; Tubes</h3>
\n&nbsp;
\n<ul>
\n 	<li>The labels can rapidly adhere to already frozen vials and tubes</li>
\n 	<li>Unique blackout design allows the labels to obscure all pre-existing information</li>
\n 	<li>Ideal for long-term storage in cryogenic conditions (-196°C/-321°F)</li>
\n 	<li>Printable with all common thermal-transfer printers</li>
\n</ul>
\nCryogenic cover-up thermal-transfer labels designed for applying to already frozen cryo vials and tubes, which serve to conceal any existing, inaccurate, or out-of-date information. Ideal for quick re-labeling of frozen vials and tubes when removal of the existing label is not possible, and the sample container is temperature variation sensitive. These cryo cover-up labels will completely obscure the existing label and block-out the information underneath. The re-labeled frozen vials can immediately be stored back inside liquid nitrogen (-196°C/-321°F) or a freezer for long-term preservation. Printable with all common brands of thermal-transfer printers, the crisp, smudge-proof printout obtained is also resistant to most common laboratory chemicals and detergents. On vials and tubes, it is recommended that blackout CryoSTUCK® labels are applied with an overlap of at least 0.25” to ensure proper adherence to the frozen surface."
L2FS-1,Published,"Cryogenic Thermal-Transfer Labels for Frozen Vials & Tubes - 1.75"" x 0.5"" #L2FS-1",Rectangle,L2FS,"Tubes & Vials,Frozen Vials & Surfaces,Syringes","<h3>CryoSTUCK® - Cryogenic Thermal-Transfer Labels for Frozen Vials &amp; Tubes</h3>
\n&nbsp;
\n<ul>
\n 	<li>The labels can adhere quickly to already frozen vials and tubes (no thawing required)</li>
\n 	<li>Ideal for long-term storage in cryogenic conditions (-196°C)</li>
\n 	<li>Printable with all common thermal-transfer printer brands</li>
\n</ul>
\nCryogenic labels, with a clear overlap area, designed to be applied directly, and rapidly adhere to frozen plastic, and glass cryovials and tubes, which are difficult to label under deep-freeze conditions (-80°C/-112°F). Designed for long-term preservation in liquid nitrogen (-196°C/-321°F), -80°C (-112°F) freezers and dry ice transportation, and can withstand temperatures up to +100°C (212°F). Labels can be printed with all common brands of thermal transfer printers to obtain a sharp, smudge-proof printout that is also resistant to most common laboratory chemicals and detergents. They can also be written on with our cryo-markers. On vials and tubes, it is recommended that these CryoSTUCK® labels are applied with an overlap of at least 0.25” to ensure proper adherence to the frozen surface."
L2FS-2,Published,"Cryogenic Thermal-Transfer Labels for Frozen Vials & Tubes - 1"" x 1"" #L2FS-2",Rectangle,L2FS,"Tubes & Vials,Frozen Vials & Surfaces,Syringes","<h3>CryoSTUCK® - Cryogenic Thermal-Transfer Labels for Frozen Vials &amp; Tubes</h3>
\n&nbsp;
\n<ul>
\n 	<li>The labels can adhere quickly to already frozen vials and tubes (no thawing required)</li>
\n 	<li>Ideal for long-term storage in cryogenic conditions (-196°C)</li>
\n 	<li>Printable with all common thermal-transfer printer brands</li>
\n</ul>
\nCryogenic labels, with a clear overlap area, designed to be applied directly, and rapidly adhere to frozen plastic, and glass cryovials and tubes, which are difficult to label under deep-freeze conditions (-80°C/-112°F). Designed for long-term preservation in liquid nitrogen (-196°C/-321°F), -80°C (-112°F) freezers and dry ice transportation, and can withstand temperatures up to +100°C (212°F). Labels can be printed with all common brands of thermal transfer printers to obtain a sharp, smudge-proof printout that is also resistant to most common laboratory chemicals and detergents. They can also be written on with our cryo-markers. On vials and tubes, it is recommended that these CryoSTUCK® labels are applied with an overlap of at least 0.25” to ensure proper adherence to the frozen surface."
L2FS-3,Published,"Cryogenic Thermal-Transfer Labels for Frozen Vials & Tubes - 3"" x 0.55"" #L2FS-3",Rectangle,L2FS,"Tubes & Vials,Frozen Vials & Surfaces,Syringes","<h3>CryoSTUCK® - Cryogenic Thermal-Transfer Labels for Frozen Vials &amp; Tubes</h3>
\n&nbsp;
\n<ul>
\n 	<li>The labels can adhere quickly to already frozen vials and tubes (no thawing required)</li>
\n 	<li>Ideal for long-term storage in cryogenic conditions (-196°C)</li>
\n 	<li>Printable with all common thermal-transfer printer brands</li>
\n</ul>
\nCryogenic labels, with a clear overlap area, designed to be applied directly, and rapidly adhere to frozen plastic, and glass cryovials and tubes, which are difficult to label under deep-freeze conditions (-80°C/-112°F). Designed for long-term preservation in liquid nitrogen (-196°C/-321°F), -80°C (-112°F) freezers and dry ice transportation, and can withstand temperatures up to +100°C (212°F). Labels can be printed with all common brands of thermal transfer printers to obtain a sharp, smudge-proof printout that is also resistant to most common laboratory chemicals and detergents. They can also be written on with our cryo-markers. On vials and tubes, it is recommended that these CryoSTUCK® labels are applied with an overlap of at least 0.25” to ensure proper adherence to the frozen surface."
L2FS-4,Published,"Cryogenic Thermal-Transfer Labels for Frozen Vials & Tubes - 1.75"" x 0.875"" #L2FS-4",Rectangle,L2FS,"Tubes & Vials,Frozen Vials & Surfaces,Syringes","<h3>CryoSTUCK® - Cryogenic Thermal-Transfer Labels for Frozen Vials &amp; Tubes</h3>
\n&nbsp;
\n<ul>
\n 	<li>The labels can adhere quickly to already frozen vials and tubes (no thawing required)</li>
\n 	<li>Ideal for long-term storage in cryogenic conditions (-196°C)</li>
\n 	<li>Printable with all common thermal-transfer printer brands</li>
\n</ul>
\nCryogenic labels, with a clear overlap area, designed to be applied directly, and rapidly adhere to frozen plastic, and glass cryovials and tubes, which are difficult to label under deep-freeze conditions (-80°C/-112°F). Designed for long-term preservation in liquid nitrogen (-196°C/-321°F), -80°C (-112°F) freezers and dry ice transportation, and can withstand temperatures up to +100°C (212°F). Labels can be printed with all common brands of thermal transfer printers to obtain a sharp, smudge-proof printout that is also resistant to most common laboratory chemicals and detergents. They can also be written on with our cryo-markers. On vials and tubes, it is recommended that these CryoSTUCK® labels are applied with an overlap of at least 0.25” to ensure proper adherence to the frozen surface."
L2FS-5,Published,"Cryogenic Thermal-Transfer Labels for Frozen Vials & Tubes - 0.875"" x 2"" #L2FS-5",Rectangle,L2FS,"Tubes & Vials,Frozen Vials & Surfaces,Syringes","<h3>CryoSTUCK® - Cryogenic Thermal-Transfer Labels for Frozen Vials &amp; Tubes</h3>
\n&nbsp;
\n<ul>
\n 	<li>The labels can adhere quickly to already frozen vials and tubes (no thawing required)</li>
\n 	<li>Ideal for long-term storage in cryogenic conditions (-196°C)</li>
\n 	<li>Printable with all common thermal-transfer printer brands</li>
\n</ul>
\nCryogenic labels, with a clear overlap area, designed to be applied directly, and rapidly adhere to frozen plastic, and glass cryovials and tubes, which are difficult to label under deep-freeze conditions (-80°C/-112°F). Designed for long-term preservation in liquid nitrogen (-196°C/-321°F), -80°C (-112°F) freezers and dry ice transportation, and can withstand temperatures up to +100°C (212°F). Labels can be printed with all common brands of thermal transfer printers to obtain a sharp, smudge-proof printout that is also resistant to most common laboratory chemicals and detergents. They can also be written on with our cryo-markers. On vials and tubes, it is recommended that these CryoSTUCK® labels are applied with an overlap of at least 0.25” to ensure proper adherence to the frozen surface."
L2FS-6,Published,"Cryogenic Thermal-Transfer Labels for Frozen 2D-Barcode Tubes - 0.5"" x 0.75"" #L2FS-6NOT",Rectangle,L2FS,"Tubes & Vials,Frozen Vials & Surfaces,Syringes","<h3>CryoSTUCK® - Cryogenic Thermal-Transfer Labels for Frozen 2D-Barcode Tubes</h3>
\n&nbsp;
\n<ul>
\n 	<li>The labels can adhere quickly to already frozen vials (no thawing required)</li>
\n 	<li>Ideal for long-term storage in cryogenic conditions (-196°C)</li>
\n 	<li>Printable with all major thermal-transfer printer brands</li>
\n</ul>
\nCryogenic labels, with a clear overlap area, designed to be applied directly, and rapidly adhere to frozen plastic, and glass cryo vials and tubes, which are difficult to label under deep-freeze conditions (-80°C/-112°F). Designed for long-term preservation in liquid nitrogen (-196°C/-321°F), -80°C (-112°F) freezers, and dry ice, and can withstand temperatures up to +100°C (+212°F). Labels can be printed with all major brands of thermal-transfer printers, or written on with our cryo markers. It is recommended that CryoSTUCK® labels are applied with an overlap of at least 0.25” to ensure proper adherence to the frozen surface.
\n
\nDesigned especially to be compatible with 2D (Datamatrix) barcoded, small volume vials such as Matrix™, BIOTUBE™, and CryzoTraq™, which are stored in special 96-place racks. These tubes are compatible with robotic liquid handling systems, standard multichannel pipettors, and auto sampling devices that conform to standard 96-well microplate spacing and footprint."
L2FS-7,Published,"Cryogenic Thermal-Transfer Labels for Frozen Vials & Tubes - 2.5"" x 1.5"" #L2FS-7",Rectangle,L2FS,"Tubes & Vials,Frozen Vials & Surfaces,Syringes","<h3>CryoSTUCK® - Cryogenic Thermal-Transfer Labels for Frozen Vials &amp; Tubes</h3>
\n&nbsp;
\n<ul>
\n 	<li>The labels can adhere quickly to already frozen vials and tubes (no thawing required)</li>
\n 	<li>Ideal for long-term storage in cryogenic conditions (-196°C)</li>
\n 	<li>Printable with all common thermal-transfer printer brands</li>
\n</ul>
\nCryogenic labels, with a clear overlap area, designed to be applied directly, and rapidly adhere to frozen plastic, and glass cryovials and tubes, which are difficult to label under deep-freeze conditions (-80°C/-112°F). Designed for long-term preservation in liquid nitrogen (-196°C/-321°F), -80°C (-112°F) freezers and dry ice transportation, and can withstand temperatures up to +100°C (212°F). Labels can be printed with all common brands of thermal transfer printers to obtain a sharp, smudge-proof printout that is also resistant to most common laboratory chemicals and detergents. They can also be written on with our cryo-markers. On vials and tubes, it is recommended that these CryoSTUCK® labels are applied with an overlap of at least 0.25” to ensure proper adherence to the frozen surface."
L2FS-10,Published,"Cryogenic Thermal-Transfer Labels for Frozen Vials & Tubes - 2.125"" x 0.625"" #L2FS-10",Rectangle,L2FS,"Tubes & Vials,Frozen Vials & Surfaces,Syringes","<h3>CryoSTUCK® - Cryogenic Thermal-Transfer Labels for Frozen Vials &amp; Tubes</h3>
\n&nbsp;
\n<ul>
\n 	<li>The labels can adhere quickly to already frozen vials and tubes (no thawing required)</li>
\n 	<li>Ideal for long-term storage in cryogenic conditions (-196°C)</li>
\n 	<li>Printable with all common thermal-transfer printer brands</li>
\n</ul>
\nCryogenic labels, with a clear overlap area, designed to be applied directly, and rapidly adhere to frozen plastic, and glass cryovials and tubes, which are difficult to label under deep-freeze conditions (-80°C/-112°F). Designed for long-term preservation in liquid nitrogen (-196°C/-321°F), -80°C (-112°F) freezers and dry ice transportation, and can withstand temperatures up to +100°C (212°F). Labels can be printed with all common brands of thermal transfer printers to obtain a sharp, smudge-proof printout that is also resistant to most common laboratory chemicals and detergents. They can also be written on with our cryo-markers. On vials and tubes, it is recommended that these CryoSTUCK® labels are applied with an overlap of at least 0.25” to ensure proper adherence to the frozen surface."
L2FS-12,Published,"Cryogenic Thermal-Transfer Labels for Frozen Vials & Tubes - 1.125"" x 1.25"" #L2FS-12",Rectangle,L2FS,"Tubes & Vials,Frozen Vials & Surfaces,Syringes","<h3>CryoSTUCK® - Cryogenic Thermal-Transfer Labels for Frozen Vials &amp; Tubes</h3>
\n&nbsp;
\n<ul>
\n 	<li>The labels can adhere quickly to already frozen vials and tubes (no thawing required)</li>
\n 	<li>Ideal for long-term storage in cryogenic conditions (-196°C)</li>
\n 	<li>Printable with all common thermal-transfer printer brands</li>
\n</ul>
\nCryogenic labels, with a clear overlap area, designed to be applied directly, and rapidly adhere to frozen plastic, and glass cryovials and tubes, which are difficult to label under deep-freeze conditions (-80°C/-112°F). Designed for long-term preservation in liquid nitrogen (-196°C/-321°F), -80°C (-112°F) freezers and dry ice transportation, and can withstand temperatures up to +100°C (212°F). Labels can be printed with all common brands of thermal transfer printers to obtain a sharp, smudge-proof printout that is also resistant to most common laboratory chemicals and detergents. They can also be written on with our cryo-markers. On vials and tubes, it is recommended that these CryoSTUCK® labels are applied with an overlap of at least 0.25” to ensure proper adherence to the frozen surface."
L2FS-14,Published,"Cryogenic Thermal-Transfer Labels for Frozen Vials & Tubes - 2.5"" x 0.625"" #L2FS-14",Rectangle,L2FS,"Tubes & Vials,Frozen Vials & Surfaces,Syringes","<h3>CryoSTUCK&reg; - Cryogenic Thermal-Transfer Labels for Frozen Vials & Tubes</h3>\n<br/>\n<ul>\n<li>The labels can adhere quickly to already frozen vials and tubes (no thawing required)</li>\n<li>Ideal for long-term storage in cryogenic conditions (-196&deg;C)</li>\n<li>Printable with all common thermal-transfer printer brands</li>\n</ul>\n<br/>\nCryogenic labels, with a clear overlap area, designed to be applied directly, and rapidly adhere to frozen plastic, and glass cryovials and tubes, which are difficult to label under deep-freeze conditions (-80&deg;C/-112&deg;F). Designed for long-term preservation in liquid nitrogen (-196&deg;C/-321&deg;F), -80&deg;C (-112&deg;F) freezers and dry ice transportation, and can withstand temperatures up to +100&deg;C (212&deg;F). Labels can be printed with all common brands of thermal transfer printers to obtain a sharp, smudge-proof printout that is also resistant to most common laboratory chemicals and detergents. They can also be written on with our cryo-markers. On vials and tubes, it is recommended that these CryoSTUCK&reg; labels are applied with an overlap of at least 0.25” to ensure proper adherence to the frozen surface."
